idtweet,texto,data_tweet,emocao,emocaoId,quant_pessoa,classificador,classificadorId
1133860503556710408,educacao sei dia30meufilhonaovai,1614246646944,ironia,5,1,Com ironia,1
1128448992218689537,n lembro dilma lula todos ladroes terroristas ocuparam ministerios governos serem convocados prestarem explicacoes sobre medida b jogaram pais lamacal entregaram dinheiro ditaduras deixaram fundo poco tsunamidaeducacao,1614246646840,raiva,3,1,Com emoção,2
1128415681823870979,ate novembro ano passado individuo figurava quadro docentes unifesp universidade federal paulo osasco sp weintraub considerado turista campus colegas alunos amanha c tsunamidaeducacao vamos mostrar,1614246646917,alegria,0,1,Com emoção,2
1134232987351048192,sp subida reboucas 2000h povo unir bolsonaro vai cair 30mpelaeducacao tsunami30m 30m,1614246646755,raiva,3,1,Com emoção,2
1134217337308102658,hoje luta aula rua inuteis fizeram ato legitimo pacifico representativo podemos ceder aceitar pacote retrocesso imposto governo bolsonaro sucateamento universidade abre margem ignorancia 30mpelaeducacao,1614246646862,raiva,3,1,Com emoção,2
1134217337308102658,hoje luta aula rua inuteis fizeram ato legitimo pacifico representativo podemos ceder aceitar pacote retrocesso imposto governo bolsonaro sucateamento universidade abre margem ignorancia 30mpelaeducacao,1614246646862,ironia,5,1,Com ironia,1
1133865153789923329,30mpelaeducacao,1614246646914,nulo,6,1,Sem emoção,0
1128827193927360512,li comentarios muitos deputadosas usando hashtags todospelaeducacao naruapelaeducacao parece poucos sairam efetivamente gabinetes maioria preferiu postar videosfotos janela predios seetodosetodos,1614246646993,raiva,3,1,Com emoção,2
1128827193927360512,li comentarios muitos deputadosas usando hashtags todospelaeducacao naruapelaeducacao parece poucos sairam efetivamente gabinetes maioria preferiu postar videosfotos janela predios seetodosetodos,1614246646993,ironia,5,1,Com ironia,1
1128817913153110021,todospelaeducacao,1614246646964,nulo,6,3,Sem emoção,0
1134131531662921731,aproveitar postagem informar radio apenas brasilia desordem estabelecida pseudos estudantes comecaram destruir dia30meufilhonaovai,1614246646960,raiva,3,2,Com emoção,2
1134125659645730816,caro senador papel senado saia tuwiter va trabalhar pare atrapalhar dia30euvoutrabalhar dia30meufilhonaovai,1614246646958,raiva,3,1,Com emoção,2
1134125659645730816,caro senador papel senado saia tuwiter va trabalhar pare atrapalhar dia30euvoutrabalhar dia30meufilhonaovai,1614246646958,ironia,5,1,Com ironia,1
1128818661429600256,estudantes sabemos quanto 7x8 h20 assim tambem sabemos lutar direito educacao vai corte todospelaeducacao balburdia tsunamidaeducacao,1614246646982,raiva,3,1,Com emoção,2
1128818661429600256,estudantes sabemos quanto 7x8 h20 assim tambem sabemos lutar direito educacao vai corte todospelaeducacao balburdia tsunamidaeducacao,1614246646982,ironia,5,1,Com ironia,1
1133076097304846336,brasilnasruas,1614246646818,nulo,6,1,Sem emoção,0
1134215510814601218,educacao destroi mitos mito fantasia fantasia surgiu cabeca gente louca dom quixote explica 30mpelaeducacao brasilpelaeducacao tsunami30m impeachmentbolsonaro naoareformadaprevidencia foraguedes,1614246646903,alegria,0,1,Com emoção,2
1134215510814601218,educacao destroi mitos mito fantasia fantasia surgiu cabeca gente louca dom quixote explica 30mpelaeducacao brasilpelaeducacao tsunami30m impeachmentbolsonaro naoareformadaprevidencia foraguedes,1614246646903,ironia,5,1,Com ironia,1
1128756134490320897,ninguem solta mao ninguem tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646929,alegria,0,1,Com emoção,2
1128756134490320897,ninguem solta mao ninguem tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646929,nulo,6,1,Sem emoção,0
1130807842242519043,30m dia30vaisermaior,1614246646785,nulo,6,1,Sem emoção,0
1159901890584502277,tsunami13a tsunamidaeducacao,1614246646801,nulo,6,1,Sem emoção,0
1134245118163259392,historia passeata estudantes tudo mentira manifestantes lula sinficalistas sim dia30euvoutrabalhar marolinha30m,1614246646944,raiva,3,1,Com emoção,2
1134228830552494081,tambem contra deforma previdencia democracia lulalivre 30mpelaeducacao brasilpelaeducacao bolsonaroeinimigodobrasil,1614246646893,alegria,0,1,Com emoção,2
1160277957534990336,13 agosto dever ir ruas defesa unica saida respeito educacao educadores estudantes tsunami13a tsunamidaeducacao,1614246646965,alegria,0,1,Com emoção,2
1134247044615458821,30mpelaeducacao dia30estasendomaior,1614246646834,nulo,6,1,Sem emoção,0
1132781597248372736,brasilnasruas,1614246646875,nulo,6,1,Sem emoção,0
1134098177865461761,vai tsunami nenhum dia30meufilhonaovai,1614246646893,ironia,5,1,Com ironia,1
1133002145207394304,alguma foto pessoas mostrando rabo fumando maconha manifestacoes ontem brasilnasruas,1614246646904,alegria,0,1,Com emoção,2
1133002145207394304,alguma foto pessoas mostrando rabo fumando maconha manifestacoes ontem brasilnasruas,1614246646904,ironia,5,1,Com ironia,1
1132784210106884097,rip brasilnasruas,1614246646962,nulo,6,2,Sem emoção,0
1134222715307601920,30mpelaeducacao rio janeiro,1614246646852,raiva,3,1,Com emoção,2
1134612197294968833,representa brasil futebol samba 30mpelaeducacao brasilpelaeducacao,1614246646921,raiva,3,1,Com emoção,2
1133859591434002434,neta acabou falar professora disse manifestacao amanha porque tirando direito educacao alunos dia30meufilhonaovai,1614246646943,nulo,6,1,Sem emoção,0
1134299149048930304,dia30euvoutrabalhar,1614246646876,nulo,6,1,Sem emoção,0
1134209933849899009,tsunami30m brasilpelaeducacao tsunamipelaeducacao,1614246646877,nulo,6,1,Sem emoção,0
1134243394736283649,foraabrahamweintraub ditadorzinho merda 30mpelaeducacao,1614246646927,raiva,3,1,Com emoção,2
1134243394736283649,foraabrahamweintraub ditadorzinho merda 30mpelaeducacao,1614246646927,ironia,5,1,Com ironia,1
1132790848834473984,hoje povo soberano fez historia parabens todos patriotas brasileiros mostraram legitimos donos ruas brasilnasruas,1614246646948,alegria,0,1,Com emoção,2
1132790848834473984,hoje povo soberano fez historia parabens todos patriotas brasileiros mostraram legitimos donos ruas brasilnasruas,1614246646948,amor,1,1,Com emoção,2
1128838088317444096,todospelaeducacao,1614246646939,amor,1,1,Com emoção,2
1128799691704020992,bolsonaro tenta todo momento associar defesa pautas educacao esquerda educacao pauta todos assusta fato so esquerda estar defendendo tsunamidaeducacao todospelaeducacao,1614246646991,medo,2,1,Com emoção,2
1128799691704020992,bolsonaro tenta todo momento associar defesa pautas educacao esquerda educacao pauta todos assusta fato so esquerda estar defendendo tsunamidaeducacao todospelaeducacao,1614246646991,tristeza,4,1,Com emoção,2
1128789973401047041,todospelaeducacao todospelaeducacao naruapelaeducacao tsunamidaeducacao lula livre,1614246646792,alegria,0,1,Com emoção,2
1128789973401047041,todospelaeducacao todospelaeducacao naruapelaeducacao tsunamidaeducacao lula livre,1614246646792,nulo,6,1,Sem emoção,0
1126938807402737664,tiraamaodomeuif ifam itacoatiara,1614246646980,alegria,0,1,Com emoção,2
1129065683503988737,tsunamidaeducacao naruapelaeducacao juntossomosgigantes,1614246646983,medo,2,1,Com emoção,2
1129065683503988737,tsunamidaeducacao naruapelaeducacao juntossomosgigantes,1614246646983,nulo,6,1,Sem emoção,0
1139605457272745984,balburdia terrorismosindical,1614246646958,nulo,6,1,Sem emoção,0
1128423454120849408,educacao direito publico subjetivo acesso ensino fundamental obrigatorio gratuito oferecimento ensino obrigatorio poder publico federal estadual municipal oferta irregular importa responsabilidade autoridade competente tsunamidaeducacao,1614246646795,nulo,6,1,Sem emoção,0
1134119801482338305,todospelaeducacao 30mpelaeducacao tsunamidaeducacao dia30gigantetonessa brasilpelaeducacao,1614246646917,nulo,6,1,Sem emoção,0
1134234534373933057,kkkkkkkkk marolinha30m,1614246646966,nulo,6,1,Sem emoção,0
1133846499786465281,futuro bandeiras vermelhas coministas socialistas bandeira verde amarela patriotas dia30meufilhonaovai,1614246646824,alegria,0,1,Com emoção,2
1134247682665566208,parece foto gente tirava primeiro periodo faculdade direito pleno 2019 ainda sair ruas defender pautas civilizatorias companheira sempre juntas shallow now 30m tsunami30m tsunamidaeducacao,1614246646895,alegria,0,1,Com emoção,2
1134247682665566208,parece foto gente tirava primeiro periodo faculdade direito pleno 2019 ainda sair ruas defender pautas civilizatorias companheira sempre juntas shallow now 30m tsunami30m tsunamidaeducacao,1614246646895,amor,1,1,Com emoção,2
1161294928724598785,vamos tudo rio janeiro rj candelaria vai ferver hoje tsunami13agosto tsunamidaeducacao tsunami13a,1614246646928,alegria,0,1,Com emoção,2
1161294928724598785,vamos tudo rio janeiro rj candelaria vai ferver hoje tsunami13agosto tsunamidaeducacao tsunami13a,1614246646928,amor,1,1,Com emoção,2
1128712337723219969,tsunamidaeducacao bolsonaroenvergonhaobrasil grevenacionaldaeducacao tiraamaodaminhafederal naoareformadaprevidencia pres 78 56 formula agua h2o limite cara pauquando trabalho sempre tende zero formula ignorancia,1614246646958,raiva,3,1,Com emoção,2
1128712337723219969,tsunamidaeducacao bolsonaroenvergonhaobrasil grevenacionaldaeducacao tiraamaodaminhafederal naoareformadaprevidencia pres 78 56 formula agua h2o limite cara pauquando trabalho sempre tende zero formula ignorancia,1614246646958,ironia,5,1,Com ironia,1
1128432256618508290,educacao vai parar atencao bentonianos 15m todospelaeducacao,1614246646940,raiva,3,1,Com emoção,2
1134160346065887232,teresina 30mpelaeducacao brasilpelaeducacao roberta aline,1614246646903,nulo,6,1,Sem emoção,0
1161279757616631808,tsunami13a,1614246646959,nulo,6,1,Sem emoção,0
1134235908599889920,tiago sa cse volks explica motivo participar ato unidade luta metalurgicos trabalhadores contra reforma previdencia estudantes passando cortes fundamental enfrentar ataque 30mpelaeducacao,1614246646821,alegria,0,1,Com emoção,2
1128820131163975681,todospelaeducacao,1614246646769,nulo,6,1,Sem emoção,0
1126513126285795328,educacao vai parar dia 15 maio vamos tomar ruas todo brasil contra cortes bolsonaro educacao grevenacionaldaeducacao 15m universidadescontrabolsonaro tiraamaodaminhaescola balburdia,1614246646768,raiva,3,1,Com emoção,2
1128800786648117248,acho engracado vcs falam pt destruiu brasil vcs deixaram 12 anos seis gostaram destruicao gostou tanto colocou poder denovo todospelaeducacao,1614246646925,raiva,3,1,Com emoção,2
1128800786648117248,acho engracado vcs falam pt destruiu brasil vcs deixaram 12 anos seis gostaram destruicao gostou tanto colocou poder denovo todospelaeducacao,1614246646925,ironia,5,1,Com ironia,1
1134240547953098752,manifestacao estudantes municipio simao dias sergipe 30m 30mpelaeducacao brasilpelaeducacao,1614246646832,alegria,0,1,Com emoção,2
1134814388735623168,30mpelaeducacao o30mfoigigante protesters take brazils streets in pictures,1614246646877,nulo,6,1,Sem emoção,0
1133865246660202499,so maconheiro nessa unicamp dia30meufilhonaovai,1614246646960,raiva,3,1,Com emoção,2
1132852802772975616,nordestecombolsonaro brasilnasruas,1614246646984,amor,1,1,Com emoção,2
1126912258330759171,contraareformadaprevidencia,1614246646872,raiva,3,1,Com emoção,2
1133439969635250177,nordeste aguarda visita imbecil militante prisioneiro nordestinos aguardamos lava boca animal energumeno fala povo nordestino lavajato brasilnasruas lavatoga,1614246646758,raiva,3,2,Com emoção,2
1128777999543930880,educacao chocolatinho tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646887,raiva,3,1,Com emoção,2
1128777999543930880,educacao chocolatinho tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646887,ironia,5,1,Com ironia,1
1128732346314887168,paralisacao ipero contra desmonte previdencia social contra corte orcamento educacao hoje so esquenta dia 1406 greve geral tsunamidaeducacao intersindical naoareformadaprevidencia todospelaeducacao naruapelaeducacao 15m,1614246646961,alegria,0,1,Com emoção,2
1133075985186852864,grandedia brasilnasruas,1614246646881,nulo,6,1,Sem emoção,0
1128755972040724480,acho hora colocar outra pessoa ministerio educacao vejo pessoa certo cargo abrahamweintraub tsunamidaeducacao naruapelaeducacao todospelaeducacao,1614246646867,nulo,6,1,Sem emoção,0
1133858641516408832,passeata estudante vendo discaradamente politicos esquerdistas convocando todos dia30meufilhonaovai,1614246646958,raiva,3,1,Com emoção,2
1134196273073086465,brasilpelaeducacao luis,1614246646942,nulo,6,1,Sem emoção,0
1161358641317986306,contraditorio cortar principal instrumento investimento pais esperando iniciativa privada tome lugar reformadaprevidencia trara economia r 1 trilhao 10 anos tsunami13agosto dia13erua 13a 13deagosto,1614246646947,ironia,5,1,Com ironia,1
1128813908033179648,saude povo daqui medo homens la sabedoria povo daqui medo homens la consciencia povo daqui medo homens la 15m tsunamidaeducacao naruapelaeducacao 15mgrevegeral,1614246646949,raiva,3,2,Com emoção,2
1132783005813100545,vamo vamo brasil senta dedo aiiiiiii aproximaseramaior brasilnasruas,1614246646876,alegria,0,2,Com emoção,2
1129330107418664960,30m dia30vaisermaior,1614246646965,nulo,6,1,Sem emoção,0
1161245378223759360,saude educacao gratuitas estado forte tsunami13a dia13erua tsunamidaeducacao vazajato moroprotegecunha lulalivre deltannacadeia lulalivreja impeachmentdebolsonaroja,1614246646978,alegria,0,1,Com emoção,2
1161245378223759360,saude educacao gratuitas estado forte tsunami13a dia13erua tsunamidaeducacao vazajato moroprotegecunha lulalivre deltannacadeia lulalivreja impeachmentdebolsonaroja,1614246646978,ironia,5,2,Com ironia,1
1128815319928197121,tsunamidaeducacao naruapelaeducacao,1614246646893,nulo,6,1,Sem emoção,0
1132794786623234050,daqui pouco brasilnasruas,1614246646951,nulo,6,1,Sem emoção,0
1128888619043893250,todospelaeducacao tsunamidaeducacao bolsonaroidiotaeinutil,1614246646967,nulo,6,1,Sem emoção,0
1134173732270821378,ato sorocaba sp 30mpelaeducacao tsunami30m brasilpelaeducacao tsunamidaeducacao naruapelaeducacao todospelaeducacao,1614246646934,nulo,6,1,Sem emoção,0
1133432781843894273,tsunamidaeducacao 30052019 emfavordaeducacao livrossimarmasnao nossaarmaenossavoz lindamoura lulalivre coletivogordasim,1614246646878,nulo,6,1,Sem emoção,0
1128775874390708230,tiraamaodafederal tsunamidaeducacao naruapelaeducacao,1614246646887,nulo,6,2,Sem emoção,0
1132981947456806913,verdade espalha trabalho aparece pessoas agora dependem so imprensa mentirosa informar continuar lutando certo mostrando brasil verdade brasilnasruas,1614246646982,alegria,0,2,Com emoção,2
1132981947456806913,verdade espalha trabalho aparece pessoas agora dependem so imprensa mentirosa informar continuar lutando certo mostrando brasil verdade brasilnasruas,1614246646982,medo,2,1,Com emoção,2
1132981947456806913,verdade espalha trabalho aparece pessoas agora dependem so imprensa mentirosa informar continuar lutando certo mostrando brasil verdade brasilnasruas,1614246646982,raiva,3,1,Com emoção,2
1133838397326483456,30m capixabas vao ocupar novamente ruas capital defesa educacao,1614246646894,nulo,6,1,Sem emoção,0
1134108816386252800,dia30meufilhonaovai n doutrinacao escolas ne sei,1614246646824,raiva,3,1,Com emoção,2
1128439359462694915,amanha tsunamidaeducacao,1614246646895,alegria,0,1,Com emoção,2
1128803785101512704,governo quer balburdia vai balburdia todospelaeducacao tsunamidaeducacao chupabolsonaro,1614246646971,ironia,5,1,Com ironia,1
1133870405582827521,dia30meufilhonaovai,1614246646927,nulo,6,1,Sem emoção,0
1161339204368052224,masp tsunami13a,1614246646890,amor,1,1,Com emoção,2
1132838692433928192,sabedoria existe nessa mulher deus abencoe grandemente melhor amiga parente 103 anos faleceu 20 dias lucida saudade brasilnasruas,1614246646927,alegria,0,1,Com emoção,2
1134238141827735555,dia30euvoutrabalhar,1614246646932,nulo,6,1,Sem emoção,0
1126293390411411456,tiraamaodomeuif obg mimos ifsp vamos luta vamos vencer,1614246646931,alegria,0,2,Com emoção,2
1126293390411411456,tiraamaodomeuif obg mimos ifsp vamos luta vamos vencer,1614246646931,nulo,6,1,Sem emoção,0
1128393374946537472,tsunamidaeducacao,1614246646882,nulo,6,1,Sem emoção,0
1128397310055067649,professora tsunamidaeducacao,1614246646977,nulo,6,1,Sem emoção,0
1134170405349089281,sobem tag dia30euvoutrabalhar q fazendo twitter,1614246646818,ironia,5,1,Com ironia,1
1128822274457579521,cartaz todospelaeducacao,1614246646993,nulo,6,2,Sem emoção,0
1134243038073671681,30mpelaeducacao senador randolfe rodrigues rede sustentabilidade universidades estudantes calaram ditadura militar calara ministro fanfarrao,1614246646917,raiva,3,1,Com emoção,2
1134219896252960771,unico video sendo compartilhado toda direitalha prova odio violencia protestos favor educacao 30mpelaeducacao,1614246646958,raiva,3,2,Com emoção,2
1161191198205325313,pymesunidas felizmartes 13deagosto desde madrid es una empresa educacion basada en una metodologia innovadora trabaja los conocimientos sean practicos concisos y aplicables la vida real,1614246646983,nulo,6,1,Sem emoção,0
1126945935324581890,quarta dia resistencia dia luta contra cortes educacao promovidos governo bolsonaro vamos concentrar 09h largo rosario campinas paulo ato 14h frente masp proximo dia 15 aula rua 15m tiraamaodomeuif,1614246646960,alegria,0,1,Com emoção,2
1126945935324581890,quarta dia resistencia dia luta contra cortes educacao promovidos governo bolsonaro vamos concentrar 09h largo rosario campinas paulo ato 14h frente masp proximo dia 15 aula rua 15m tiraamaodomeuif,1614246646960,raiva,3,2,Com emoção,2
1134221800060194817,bolsonaro vai foder brasileiro precisa voce 30mpelaeducacao tsunami30m 30m,1614246646792,raiva,3,1,Com emoção,2
1133845872704466944,hahahahahha povo cansa passar vergonha dia30meufilhonaovai,1614246646993,raiva,3,1,Com emoção,2
1133845872704466944,hahahahahha povo cansa passar vergonha dia30meufilhonaovai,1614246646993,ironia,5,1,Com ironia,1
1128832369463578624,vou ficar aqui dando rt monte coisa mesmoooo pq presidente vcs representa incomodados favor retirar pq mim nada justifica fzd pais principalmente educacao todospelaeducacao,1614246646932,alegria,0,1,Com emoção,2
1128832369463578624,vou ficar aqui dando rt monte coisa mesmoooo pq presidente vcs representa incomodados favor retirar pq mim nada justifica fzd pais principalmente educacao todospelaeducacao,1614246646932,amor,1,1,Com emoção,2
1128832369463578624,vou ficar aqui dando rt monte coisa mesmoooo pq presidente vcs representa incomodados favor retirar pq mim nada justifica fzd pais principalmente educacao todospelaeducacao,1614246646932,raiva,3,2,Com emoção,2
1128832369463578624,vou ficar aqui dando rt monte coisa mesmoooo pq presidente vcs representa incomodados favor retirar pq mim nada justifica fzd pais principalmente educacao todospelaeducacao,1614246646932,tristeza,4,1,Com emoção,2
1128774986167214082,todospelaeducacao tsunamidaeducacao naruapelaeducacao lula livre,1614246646829,ironia,5,1,Com ironia,1
1134257143065055232,30mpelaeducacao brasilpelaeducacao tsunamidaeducacao,1614246646962,raiva,3,1,Com emoção,2
1161318184689065984,tsunami13a comeca intensa mobilizacao todo pais confira videos imagens,1614246646881,nulo,6,1,Sem emoção,0
1128426404872359936,tsunamidaeducacao,1614246646899,nulo,6,1,Sem emoção,0
1133878627135873024,voces viralata republiquetas quinta ditaduras roubaram bilhoes trabalhadores brasileiros deixando servicos publicos destrocos mantendo sistema educacional brasileiros piores mundo durante todos desgovernosdia30meufilhonaovai,1614246646883,raiva,3,2,Com emoção,2
1128405899503075329,tsunamidaeducacao amanha rua lutando mostrando educacao revolucao balburdia,1614246646979,alegria,0,1,Com emoção,2
1128357369682059265,tsunamidaeducacao 5 horas galera,1614246646919,nulo,6,1,Sem emoção,0
1133839362708443141,falou ong leia milhoes bilhoes ninguem quer parar sangrar cofres verdade pl672nao dia30meufilhonaovai,1614246646919,raiva,3,1,Com emoção,2
1134252916150284295,pln4aprovaja dia30euvoutrabalhar,1614246646862,nulo,6,1,Sem emoção,0
1157064334238978049,humberto carrao tambem juntou luta convoca todos brasileiros mobilizarem educacao democracia dia 13 agostoo tsunami educacao vem ai tsunamidaeducacao tsunami13a 13a grave video voce tambem desafie 3 pessoas gravarem,1614246646882,alegria,0,1,Com emoção,2
1133709422470074368,sdv brasilnasruas,1614246646824,medo,2,1,Com emoção,2
1128436758486581249,15m tsunamidaeducacao,1614246646920,raiva,3,1,Com emoção,2
1128436758486581249,15m tsunamidaeducacao,1614246646920,nulo,6,1,Sem emoção,0
1133830284825247744,dia30meufilhonaovai,1614246646774,nulo,6,1,Sem emoção,0
1133016714994700290,respeito reciproco brasilnasruas,1614246646942,nulo,6,2,Sem emoção,0
1133832052393095168,concordo pedido vergonha balburdia acontece universidades dia30meufilhonaovai psol pt pcdob porcaria toda esquerda responsaveis virou ponto drogas prostituicao militancia,1614246646981,raiva,3,1,Com emoção,2
1134232277972586496,nunca imaginei viver tempo ministerio educacao contra educacao 30mpelaeducacao,1614246646948,tristeza,4,1,Com emoção,2
1134232277972586496,nunca imaginei viver tempo ministerio educacao contra educacao 30mpelaeducacao,1614246646948,ironia,5,2,Com ironia,1
1161112776204529664,vamos luta tsunami13a todo brasil veja cidades confirmadas via,1614246646980,nulo,6,1,Sem emoção,0
1134220522290601985,30mpelaeducacao lulalivrequintasdv,1614246646963,alegria,0,1,Com emoção,2
1161226543554801665,tsunami13a lulalivre,1614246646756,nulo,6,1,Sem emoção,0
1132792973442330625,brasilnasruas,1614246646991,medo,2,1,Com emoção,2
1132839019358937089,brasilnasruas,1614246646876,nulo,6,1,Sem emoção,0
1132956843112845314,brasilnasruas,1614246646928,nulo,6,1,Sem emoção,0
1133125538883751936,embrapa ba promovendo forro lula livre patrimonio publico grandedia brasilnasruas,1614246646948,ironia,5,1,Com ironia,1
1134237720132427781,ato bh grande surpreendeu tao grande pouco maior dia 15 potente vies ainda marcante esquerda animado 30mpelaeducacao,1614246646874,alegria,0,1,Com emoção,2
1134270964877922304,tsunami30m 30mpelaeducacao brasilpelaeducacao brasilpelaeducacao 30m tsunamidaeducacao,1614246646967,nulo,6,1,Sem emoção,0
1128759497483177984,adm politizese professora tbm ruas capao canoa defesa educacao tsunamidaeducacao 15mgrevegeral forabolsonaro educacaonaoebalburdia universidadenarua naruapelaeducacao 15demaio defendendoaeducacao,1614246646978,alegria,0,1,Com emoção,2
